edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Sprint, Women",2162,Ella Gjømle,110059,6,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Team Sprint, Men",2152,Tor-Arne Hetland,100097,2,Silver,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Team Sprint, Men",2152,Jens Arne Svartedal,110076,2,Silver,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2148,Tore Ruud Hofstad,110793,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2148,Frode Estil,101316,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2148,Odd-Bjørn Hjelmeset,101325,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2148,Jens Arne Svartedal,110076,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",2131,Anders Aukland,101317,28,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",2131,Jan Egil Andresen,109825,27,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",2131,Tord Asle Gjerdalen,109823,17,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",2131,Frode Estil,101316,2,Silver,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"50 kilometres, Men",2134,Jan Egil Andresen,109825,41,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"50 kilometres, Men",2134,Tor-Arne Hetland,100097,33,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"50 kilometres, Men",2134,Frode Estil,101316,28,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"50 kilometres, Men",2134,Tord Asle Gjerdalen,109823,15,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres, Men",2130,Jens Arne Svartedal,110076,44,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres, Men",2130,Odd-Bjørn Hjelmeset,101325,27,,False
2006 Winter Olympics,49,NOR,Biathlon,"10 kilometres Pursuit, Women",1609,Liv Grete Skjelbreid-Poirée,99560,6,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Sprint, Women",2162,Marit Bjørgen,101008,18,,False
2006 Winter Olympics,49,NOR,Biathlon,"7.5 kilometres Sprint, Women",1607,Gro Marit Istad Kristiansen,101388,40,,False
2006 Winter Olympics,49,NOR,Biathlon,"7.5 kilometres Sprint, Women",1607,Linda Tjørhom,101174,19,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Combined, Men",1496,Kjetil André Aamodt,99335,DNS,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Combined, Men",1496,Lasse Kjus,88005,DNF,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Combined, Men",1496,Aksel Lund Svindal,109893,DNF,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Combined, Men",1496,Kjetil Jansrud,110097,10,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Slalom, Men",1493,Lars Myhre,111038,DNF,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Slalom, Men",1493,Hans Petter Buraas,99508,DNF,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Slalom, Men",1493,Aksel Lund Svindal,109893,DNF,,False
2006 Winter Olympics,49,NOR,Biathlon,"10 kilometres Sprint, Men",1599,Halvard Hanevold,86432,2,Silver,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Giant Slalom, Men",1490,Kjetil Jansrud,110097,DNF,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Giant Slalom, Men",1490,Lasse Kjus,88005,18,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Giant Slalom, Men",1490,Aksel Lund Svindal,109893,=6,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Super G, Men",1488,Bjarne Solbakken,101052,26,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Super G, Men",1488,Lasse Kjus,88005,14,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Super G, Men",1488,Aksel Lund Svindal,109893,5,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Super G, Men",1488,Kjetil André Aamodt,99335,1,Gold,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Downhill, Men",1487,Bjarne Solbakken,101052,29,,False
2006 Winter Olympics,49,NOR,Alpine Skiing,"Giant Slalom, Men",1490,Bjarne Solbakken,101052,20,,False
2006 Winter Olympics,49,NOR,Biathlon,"10 kilometres Sprint, Men",1599,Frode Andresen,99634,3,Bronze,False
2006 Winter Olympics,49,NOR,Biathlon,"10 kilometres Sprint, Men",1599,Ole Einar Bjørndalen,84154,11,,False
2006 Winter Olympics,49,NOR,Biathlon,"10 kilometres Sprint, Men",1599,Stian Eckhoff,109641,16,,False
2006 Winter Olympics,49,NOR,Biathlon,"7.5 kilometres Sprint, Women",1607,Liv Grete Skjelbreid-Poirée,99560,12,,False
2006 Winter Olympics,49,NOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1603,Ole Einar Bjørndalen,84154,5,,True
2006 Winter Olympics,49,NOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1603,Frode Andresen,99634,5,,True
2006 Winter Olympics,49,NOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1603,Stian Eckhoff,109641,5,,True
2006 Winter Olympics,49,NOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1603,Halvard Hanevold,86432,5,,True
2006 Winter Olympics,49,NOR,Biathlon,"20 kilometres, Men",1600,Stian Eckhoff,109641,16,,False
2006 Winter Olympics,49,NOR,Biathlon,"20 kilometres, Men",1600,Frode Andresen,99634,15,,False
2006 Winter Olympics,49,NOR,Biathlon,"20 kilometres, Men",1600,Halvard Hanevold,86432,3,Bronze,False
2006 Winter Olympics,49,NOR,Biathlon,"20 kilometres, Men",1600,Ole Einar Bjørndalen,84154,2,Silver,False
